Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent
T6853,1138,1939.92,POS Payment,17,Tablet,New York,2,116,9,Credit Card,0
T6854,1949,2062.63,POS Payment,23,Desktop,Houston,2,90,6,Credit Card,0
T6855,4528,,POS Payment,11,Desktop,,2,106,6,Credit Card,0
T6856,2081,2644.16,Bill Payment,8,Mobile,Houston,3,26,6,Credit Card,0
T6857,3910,,Online Purchase,13,Tablet,New York,3,5,2,Credit Card,0
T6858,4178,4208.93,Bank Transfer,17,Mobile,Miami,2,102,4,Credit Card,0
T6859,2450,192.39,Bank Transfer,15,Mobile,New York,3,114,10,Credit Card,0
T6860,1800,2019.3,Bill Payment,22,Tablet,New York,3,86,4,Credit Card,0
T6861,4712,,Online Purchase,19,Tablet,Seattle,2,3,14,Credit Card,0
T6862,4519,559.9,ATM Withdrawal,8,Desktop,Houston,4,24,10,Credit Card,0
T6863,3134,49997.8,ATM Withdrawal,17,Desktop,Seattle,1,20,13,Credit Card,0
T6864,4511,3537.11,Online Purchase,18,Mobile,Houston,4,82,10,Credit Card,0
T6865,1946,1460.01,Online Purchase,2,Mobile,Houston,0,113,5,Credit Card,0
T6866,2678,3216.84,Bank Transfer,17,Desktop,Miami,1,3,2,Credit Card,0
T6867,1324,49.18,Online Purchase,11,Tablet,Chicago,0,93,12,Credit Card,0
T6868,3670,3957.27,Bank Transfer,12,Desktop,Boston,0,55,12,Credit Card,0
T6869,2688,4887.54,POS Payment,20,Desktop,Chicago,3,9,10,Credit Card,0
T6870,3447,2658.24,Bill Payment,17,Tablet,Los Angeles,1,64,6,Credit Card,0
T6871,4008,321.03,Bill Payment,6,Desktop,Los Angeles,1,107,14,Credit Card,0
T6872,4524,954.52,ATM Withdrawal,23,Tablet,Seattle,4,86,8,Credit Card,0
T6873,1931,1911.65,POS Payment,5,Tablet,Houston,1,51,1,Credit Card,0
T6874,2209,69.08,Online Purchase,6,Mobile,Miami,2,39,4,Credit Card,0
T6875,4457,1506.74,Bill Payment,12,,Houston,2,16,1,Credit Card,0
T6876,4901,3039.03,Bill Payment,2,Mobile,Los Angeles,0,96,11,Credit Card,0
T6877,1874,2382.69,POS Payment,16,Mobile,New York,1,28,1,Credit Card,0
T6878,2859,166.19,Online Purchase,23,Tablet,Los Angeles,1,41,7,Credit Card,1
T6879,2943,3151.91,ATM Withdrawal,23,Tablet,New York,1,77,10,Credit Card,0
T6880,3825,696.79,ATM Withdrawal,22,Tablet,Miami,0,68,11,Credit Card,0
T6881,1390,4816.81,Online Purchase,22,Desktop,Miami,4,32,11,Credit Card,0
T6882,3545,3093.45,Bill Payment,15,Tablet,Los Angeles,0,45,5,Credit Card,0
T6883,3558,4731.7,Bill Payment,13,Mobile,Los Angeles,1,32,9,Credit Card,0
T6884,4041,2493.38,POS Payment,5,Tablet,San Francisco,1,33,3,Credit Card,0
T6885,4608,3876.96,Bank Transfer,21,Mobile,Chicago,1,42,7,Credit Card,0
T6886,3000,3781.6,POS Payment,9,Tablet,New York,3,32,12,Credit Card,0
T6887,2568,328.28,Bill Payment,21,Mobile,Chicago,4,50,1,Credit Card,0
T6888,4414,4904.03,Bill Payment,18,Tablet,Los Angeles,1,70,2,Credit Card,0
T6889,3053,1586.95,Online Purchase,2,,Miami,4,21,3,Credit Card,0
T6890,4005,4907.83,POS Payment,12,Mobile,Boston,2,9,3,Credit Card,0
T6891,4208,1545,Bill Payment,2,Unknown Device,Los Angeles,4,45,8,Credit Card,0
T6892,4906,3606.17,POS Payment,2,Mobile,New York,1,115,14,Credit Card,0
T6893,3959,1674.91,Bill Payment,14,Mobile,Chicago,0,114,9,Credit Card,0
T6894,4239,3778.85,ATM Withdrawal,4,Tablet,Los Angeles,1,9,12,Credit Card,0
T6895,1037,2506.34,Online Purchase,20,Tablet,Boston,0,83,10,Credit Card,0
T6896,2783,634.85,Online Purchase,16,Desktop,,3,39,2,Credit Card,0
T6897,2966,795.94,Online Purchase,21,Mobile,Miami,4,36,1,Credit Card,0
T6898,2734,442.16,Bill Payment,7,Mobile,Houston,4,42,4,Credit Card,0
T6899,2676,49997.8,Online Purchase,2,Desktop,Miami,4,18,9,Credit Card,0
T6900,4689,4397.09,Online Purchase,22,Desktop,Seattle,3,29,6,Credit Card,0
T6901,3678,1293.3,Online Purchase,13,Desktop,Los Angeles,2,62,5,Credit Card,0
T6902,3198,3263.65,ATM Withdrawal,1,Mobile,Seattle,1,15,12,Credit Card,0
T6903,2097,823.9,Online Purchase,4,Desktop,Chicago,4,35,11,Credit Card,0
T6904,1334,655.86,Bank Transfer,18,Desktop,San Francisco,2,52,12,Credit Card,0
T6905,4323,1288.62,Online Purchase,16,Mobile,Seattle,4,10,11,Credit Card,0
T6906,2942,4836.99,POS Payment,7,Mobile,,2,8,13,Credit Card,0
T6907,2848,4280.57,Online Purchase,16,Tablet,Boston,4,28,9,Credit Card,0
T6908,1766,74.77,Bank Transfer,11,Mobile,,4,93,6,Credit Card,0
T6909,2277,35.34,POS Payment,,Desktop,,1,83,3,Credit Card,0
T6910,1033,4142.53,Bank Transfer,22,Tablet,Houston,0,9,1,Credit Card,0
T6911,4566,2325.02,Bill Payment,14,Mobile,,1,73,14,Credit Card,0
T6912,3373,4962.51,ATM Withdrawal,23,Tablet,New York,4,13,10,Credit Card,0
T6913,3024,4363.83,Bank Transfer,,Desktop,New York,3,25,9,Credit Card,0
T6914,2639,1535.06,Bill Payment,1,Tablet,Boston,2,31,2,Credit Card,0
T6915,1738,1134.34,Online Purchase,8,Desktop,Boston,0,78,3,Credit Card,0
T6916,4983,3882.41,Bill Payment,20,Desktop,Los Angeles,0,74,10,Credit Card,0
T6917,4768,2150.71,Bank Transfer,23,Tablet,Houston,4,18,2,Credit Card,0
T6918,2504,3154.5,ATM Withdrawal,2,Desktop,Seattle,1,12,10,Credit Card,0
T6919,3450,3188.07,ATM Withdrawal,4,Desktop,New York,0,58,5,Credit Card,0
T6920,4906,2871.32,ATM Withdrawal,0,Mobile,New York,3,41,9,Credit Card,0
T6921,3280,1617.33,Bank Transfer,18,Desktop,Boston,0,119,2,Credit Card,0
T6922,2307,2433.49,Bank Transfer,,Mobile,Boston,3,110,11,Credit Card,0
T6923,1975,1780.77,Online Purchase,20,Mobile,New York,4,106,8,Credit Card,0
T6924,3223,2086.35,Bank Transfer,20,Mobile,New York,0,62,12,Credit Card,0
T6925,1695,2549.02,Online Purchase,10,Mobile,San Francisco,4,32,3,Credit Card,0
T6926,3204,4236.81,Bill Payment,2,Tablet,Los Angeles,4,22,2,Credit Card,0
T6927,3970,4208.24,Bank Transfer,2,Tablet,Boston,1,46,14,Credit Card,0
T6928,1095,4329.12,ATM Withdrawal,12,Desktop,Los Angeles,3,97,11,Credit Card,0
T6929,1172,3078.85,POS Payment,15,Tablet,Seattle,4,41,4,Credit Card,0
T6930,4477,1377.31,Bill Payment,18,Mobile,Miami,0,8,5,Credit Card,1
T6931,4658,556.02,ATM Withdrawal,21,Mobile,Chicago,2,38,6,Credit Card,0
T6932,4974,4585.41,Bank Transfer,22,Mobile,Los Angeles,0,29,14,Credit Card,0
T6933,3954,1910.55,Online Purchase,18,Desktop,Boston,1,117,14,Credit Card,0
T6934,4558,1432.24,POS Payment,3,Desktop,Boston,1,104,11,Credit Card,0
T6935,4718,4545.35,Bank Transfer,19,Desktop,Chicago,2,35,3,Credit Card,0
T6936,1471,2211.06,Bank Transfer,0,Tablet,New York,3,67,5,Credit Card,0
T6937,1229,1748.9,POS Payment,14,Mobile,Houston,0,36,14,Credit Card,0
T6938,2746,1039.2,Online Purchase,0,Mobile,Chicago,1,32,14,Credit Card,0
T6939,3544,3311.65,ATM Withdrawal,3,Tablet,Boston,1,62,2,Credit Card,0
T6940,1806,2625.14,Bank Transfer,15,Desktop,Seattle,1,71,8,Credit Card,0
T6941,4699,3317.97,POS Payment,20,Tablet,Los Angeles,4,51,14,Credit Card,0
T6942,1727,3672.93,Online Purchase,22,Mobile,Houston,3,92,12,Credit Card,0
T6943,1909,2957.38,Online Purchase,1,Mobile,San Francisco,4,66,12,Credit Card,0
T6944,4030,3909.09,POS Payment,16,,San Francisco,4,55,10,Credit Card,0
T6945,1332,2894.71,Bill Payment,0,Desktop,Los Angeles,2,5,3,Credit Card,0
T6946,3324,76.91,Bill Payment,5,Mobile,Boston,0,102,1,Credit Card,0
T6947,1720,55.97,ATM Withdrawal,8,Mobile,Los Angeles,4,87,10,Credit Card,0
T6948,3191,4780.55,Bill Payment,7,Desktop,Seattle,3,86,13,Credit Card,0
T6949,2485,3267.62,ATM Withdrawal,20,Desktop,Houston,3,56,2,Credit Card,0
T6950,1677,1085.97,ATM Withdrawal,15,Mobile,Miami,2,49,5,Credit Card,0
T6951,4937,400.75,Bank Transfer,2,Tablet,Los Angeles,2,21,8,Credit Card,1
T6952,2090,4179.46,Bank Transfer,,Mobile,Houston,3,114,1,Credit Card,0
T6953,2178,2499.98,Bank Transfer,,Unknown Device,,4,27,7,Credit Card,0
T6954,3313,,POS Payment,21,Tablet,Chicago,4,116,13,Credit Card,0
T6955,3192,615.5,ATM Withdrawal,0,,Los Angeles,1,53,10,Credit Card,0
T6956,3821,1066.8,Bank Transfer,,Mobile,Miami,3,39,6,Credit Card,0
T6957,1785,668.38,Bank Transfer,16,Desktop,Seattle,4,41,7,Credit Card,0
T6958,3782,4585.12,POS Payment,,Mobile,San Francisco,0,18,10,Credit Card,0
T6959,4587,1081.7,Bank Transfer,9,Mobile,Boston,3,87,10,Credit Card,0
T6960,1704,2344.93,Bill Payment,7,Tablet,San Francisco,4,78,4,Credit Card,0
T6961,3294,3126.54,Bank Transfer,11,Desktop,Los Angeles,0,37,4,Credit Card,0
T6962,3777,3172.91,POS Payment,2,Desktop,Seattle,0,95,4,Credit Card,0
T6963,4766,15.85,Online Purchase,18,Mobile,Los Angeles,0,104,3,Credit Card,0
T6964,1862,1251.61,Online Purchase,9,Mobile,Miami,4,67,12,Credit Card,0
T6965,2807,1983.74,ATM Withdrawal,8,Mobile,Seattle,3,98,5,Credit Card,0
T6966,4449,197.54,ATM Withdrawal,21,Mobile,Houston,2,29,1,Credit Card,0
T6967,1880,3088.66,Online Purchase,11,Desktop,Houston,2,102,13,Credit Card,0
T6968,3273,1971.35,Bill Payment,,Tablet,New York,1,30,3,Credit Card,0
T6969,3355,1479.39,Bank Transfer,6,Desktop,Miami,2,72,14,Credit Card,0
T6970,3395,4821.07,Bank Transfer,18,Mobile,Miami,1,113,9,Credit Card,0
T6971,1524,1555.02,POS Payment,19,Tablet,Chicago,2,13,9,Credit Card,0
T6972,4702,4103.94,POS Payment,11,Mobile,Chicago,1,100,8,Credit Card,0
T6973,4847,213.74,Bill Payment,20,Desktop,San Francisco,3,34,12,Credit Card,0
T6974,2143,2095.64,Bill Payment,22,,Los Angeles,4,2,7,Credit Card,0
T6975,3504,1108.83,POS Payment,1,Tablet,Los Angeles,4,34,7,Credit Card,0
T6976,4852,2207.33,ATM Withdrawal,12,,Houston,2,106,11,Credit Card,0
T6977,4190,3012.5,ATM Withdrawal,18,Tablet,Houston,1,96,14,Credit Card,0
T6978,4948,1792.06,ATM Withdrawal,3,Desktop,Boston,3,105,2,Credit Card,0
T6979,4380,3475.43,POS Payment,10,Unknown Device,San Francisco,0,30,12,Credit Card,0
T6980,2630,4875.73,Online Purchase,5,Mobile,Miami,2,80,13,Credit Card,1
T6981,4117,4106.06,ATM Withdrawal,16,,Houston,1,49,6,Credit Card,0
T6982,3416,4730.27,POS Payment,16,Tablet,Chicago,3,55,2,Credit Card,0
T6983,4676,655.67,Bank Transfer,13,Desktop,Houston,0,100,7,Credit Card,1
T6984,3279,4964.87,Bank Transfer,14,Tablet,New York,2,26,8,Credit Card,0
T6985,3955,2403.48,Online Purchase,13,Tablet,New York,3,47,7,Credit Card,0
T6986,4126,3825.36,Online Purchase,13,Tablet,New York,0,61,1,Credit Card,0
T6987,2176,3360.25,ATM Withdrawal,5,Mobile,San Francisco,4,1,4,Credit Card,0
T6988,3715,3670.26,ATM Withdrawal,10,Tablet,Houston,3,22,2,Credit Card,0
T6989,4288,2989.43,POS Payment,16,Desktop,Miami,4,103,11,Credit Card,0
T6990,2073,3571.3,Bank Transfer,23,Desktop,Chicago,0,89,4,Credit Card,0
T6991,2738,244.66,ATM Withdrawal,1,Desktop,Chicago,4,94,12,Credit Card,0
T6992,3436,1506.46,Bank Transfer,22,Desktop,,3,15,11,Credit Card,0
T6993,2989,3987.21,ATM Withdrawal,4,Mobile,Chicago,4,54,12,Credit Card,0
T6994,1045,3948.81,Bank Transfer,13,Tablet,Houston,4,59,2,Credit Card,0
T6995,1539,939.83,Bank Transfer,18,Tablet,New York,2,112,14,Credit Card,0
T6996,1086,2079.28,ATM Withdrawal,20,Tablet,Los Angeles,3,68,10,Credit Card,0
T6997,1264,1533.28,Bank Transfer,10,Desktop,New York,1,71,13,Credit Card,0
T6998,1702,1770.57,Bank Transfer,,Mobile,Boston,1,113,10,Credit Card,0
T6999,2426,1760.17,ATM Withdrawal,0,Mobile,Los Angeles,0,59,2,Credit Card,0
T7000,1955,3784.7,Bill Payment,23,Desktop,Boston,0,24,12,Credit Card,0
T7001,3780,4923.43,Online Purchase,3,Desktop,Seattle,1,55,3,Credit Card,0
T7002,2040,3639.65,POS Payment,20,Desktop,New York,3,24,6,Credit Card,0
T7003,4907,4230.01,Online Purchase,15,Tablet,New York,0,68,5,Credit Card,0
T7004,1043,,Bank Transfer,1,Tablet,San Francisco,4,70,13,Credit Card,0
T7005,3036,2843.23,Bill Payment,22,Desktop,Boston,0,79,14,Credit Card,0
T7006,2197,2652.29,ATM Withdrawal,1,,New York,1,101,13,Credit Card,0
T7007,1565,3883.34,POS Payment,22,Tablet,Chicago,0,53,9,Credit Card,0
T7008,3267,2515.68,ATM Withdrawal,11,Desktop,Boston,3,90,6,Credit Card,0
T7009,4629,2408.41,POS Payment,17,Desktop,Seattle,3,62,8,Credit Card,0
T7010,4233,3018.2,Online Purchase,22,Mobile,Los Angeles,1,58,4,Credit Card,0
T7011,1343,3248.03,Online Purchase,19,Desktop,Houston,2,93,13,Credit Card,0
T7012,3130,4357.86,ATM Withdrawal,21,Tablet,Los Angeles,4,36,3,Credit Card,0
T7013,3357,2447.63,Online Purchase,1,Mobile,Chicago,2,54,12,Credit Card,0
T7014,2443,2596.12,Online Purchase,13,Tablet,,3,36,1,Credit Card,0
T7015,4680,4151.23,ATM Withdrawal,18,Mobile,Seattle,1,55,12,Credit Card,0
T7016,1144,3793.55,POS Payment,,Desktop,New York,0,52,1,Credit Card,0
T7017,2762,2590.76,Online Purchase,22,Desktop,Los Angeles,0,115,3,Credit Card,1
T7018,3542,2569.75,Bill Payment,5,Mobile,Los Angeles,4,25,9,Credit Card,0
T7019,2007,3879.36,Bank Transfer,21,Unknown Device,Seattle,0,44,7,Credit Card,0
T7020,2537,379.32,Bill Payment,12,Mobile,Miami,1,67,8,Credit Card,0
T7021,3511,3986.67,Bank Transfer,4,Mobile,New York,4,111,10,Credit Card,0
T7022,4327,,POS Payment,1,Tablet,Seattle,4,114,2,Credit Card,1
T7023,1881,774.28,Bank Transfer,21,Mobile,,3,116,8,Credit Card,0
T7024,3216,640.77,ATM Withdrawal,,Desktop,New York,1,101,14,Credit Card,0
T7025,3502,3447.67,Bill Payment,1,,New York,0,75,5,Credit Card,0
T7026,4675,3889.72,Online Purchase,4,Desktop,Houston,3,65,8,Credit Card,0
T7027,4875,857.08,POS Payment,15,Mobile,Miami,0,22,2,Credit Card,0
T7028,1111,,Bank Transfer,0,Mobile,New York,3,103,11,Credit Card,0
T7029,4419,486.13,ATM Withdrawal,16,Tablet,Los Angeles,2,102,4,Credit Card,0
T7030,4011,3771.78,ATM Withdrawal,8,Desktop,Boston,2,5,9,Credit Card,0
T7031,4125,254.77,ATM Withdrawal,0,Tablet,Los Angeles,0,101,2,Credit Card,0
T7032,4341,128.54,Bill Payment,8,Desktop,New York,2,54,13,Credit Card,0
T7033,2251,3508.17,ATM Withdrawal,0,Mobile,New York,1,77,4,Credit Card,0
T7034,1809,4924.69,Bank Transfer,23,Tablet,Chicago,1,83,8,Credit Card,0
T7035,4519,363.27,Online Purchase,10,Mobile,Chicago,2,104,14,Credit Card,0
T7036,1795,4052.61,ATM Withdrawal,10,Tablet,Seattle,3,91,8,Credit Card,0
T7037,1495,3594.15,Online Purchase,3,Desktop,Houston,2,20,3,Credit Card,0
T7038,2982,4519.88,Bank Transfer,1,Tablet,Boston,3,8,5,Credit Card,0
T7039,2468,263.89,Bank Transfer,14,Desktop,New York,2,119,10,Credit Card,0
T7040,4800,4479.91,Bill Payment,19,Desktop,Miami,0,5,14,Credit Card,0
T7041,2797,1568.93,POS Payment,8,Tablet,,4,30,5,Credit Card,1
T7042,4019,4121.19,Bank Transfer,19,Mobile,Houston,2,94,8,Credit Card,0
T7043,3311,3339.33,ATM Withdrawal,22,Tablet,Houston,2,94,6,Credit Card,0
T7044,2830,1524.68,POS Payment,17,Mobile,Los Angeles,2,13,14,Credit Card,0
T7045,3158,1750.83,Bank Transfer,5,Mobile,Miami,3,31,10,Credit Card,0
T7046,3944,4404.62,ATM Withdrawal,11,Desktop,Houston,2,68,6,Credit Card,0
T7047,2847,4995.38,ATM Withdrawal,8,Desktop,Miami,0,72,11,Credit Card,0
T7048,1967,4430.1,Online Purchase,20,Desktop,Boston,2,26,3,Credit Card,0
T7049,4857,2610.35,Bill Payment,17,,Chicago,2,6,3,Credit Card,0
T7050,4699,1254.78,ATM Withdrawal,,Tablet,Los Angeles,0,79,8,Credit Card,0
T7051,1797,3522.65,Bill Payment,13,Desktop,Los Angeles,3,32,3,Credit Card,0
T7052,3127,4596.88,Bill Payment,7,Desktop,New York,2,98,3,Credit Card,0
T7053,2416,2608.27,Bank Transfer,,Tablet,Los Angeles,2,15,13,Credit Card,0
T7054,2469,4730.23,Online Purchase,21,Desktop,New York,2,79,11,Credit Card,0
T7055,1008,1297.22,Bank Transfer,20,Desktop,New York,3,73,13,Credit Card,0
T7056,3854,3824.45,POS Payment,3,Desktop,Seattle,4,62,12,Credit Card,0
T7057,1265,1450.33,POS Payment,11,Mobile,Boston,0,61,11,Credit Card,0
T7058,4223,1504.66,Online Purchase,12,Desktop,Seattle,3,11,11,Credit Card,0
T7059,3031,424.88,Bill Payment,7,Desktop,Houston,0,42,4,Credit Card,0
T7060,1975,3844.08,POS Payment,7,Tablet,Los Angeles,3,18,7,Credit Card,0
T7061,2669,4058.29,Bill Payment,12,Mobile,Seattle,4,31,3,Credit Card,0
T7062,3719,4044.51,Bill Payment,3,Tablet,Houston,0,15,8,Credit Card,0
T7063,4138,561.38,Bill Payment,1,Desktop,Boston,4,26,9,Credit Card,0
T7064,4624,283.06,POS Payment,2,Tablet,Houston,4,62,2,Credit Card,0
T7065,4147,4309.53,POS Payment,10,Desktop,San Francisco,1,61,1,Credit Card,0
T7066,3519,136.95,POS Payment,23,Tablet,Boston,0,56,11,Credit Card,0
T7067,3570,4423.59,POS Payment,5,Mobile,Los Angeles,3,28,8,Credit Card,0
T7068,4607,4175.5,ATM Withdrawal,21,Mobile,Chicago,2,50,1,Credit Card,1
T7069,3101,108.87,ATM Withdrawal,1,Desktop,New York,3,9,12,Credit Card,0
T7070,4126,515.48,POS Payment,21,Tablet,Houston,1,78,12,Credit Card,0
T7071,1744,4913.18,Bank Transfer,5,Mobile,New York,2,57,2,Credit Card,0
T7072,1947,849.07,Online Purchase,19,,San Francisco,0,98,7,Credit Card,0
T7073,4207,4522.53,Bill Payment,,Desktop,Houston,0,113,11,Credit Card,0
T7074,2231,3044.46,POS Payment,9,Desktop,Chicago,3,63,14,Credit Card,0
T7075,2406,4616.78,ATM Withdrawal,8,Desktop,Seattle,2,88,10,Credit Card,1
T7076,2901,225.99,Bill Payment,3,Mobile,San Francisco,4,98,11,Credit Card,0
T7077,1258,795.52,POS Payment,21,Mobile,Chicago,1,14,5,Credit Card,0
T7078,4310,2982.29,Bank Transfer,3,Desktop,Houston,1,90,9,Credit Card,0
T7079,3329,1053.1,Bank Transfer,0,Desktop,Los Angeles,2,85,8,Credit Card,0
T7080,2334,1158.13,POS Payment,13,Desktop,New York,1,48,10,Credit Card,0
T7081,3906,1377.23,Online Purchase,1,Tablet,Houston,0,52,10,Credit Card,0
T7082,2720,3886.14,Bank Transfer,21,Tablet,Houston,3,53,7,Credit Card,0
T7083,4150,4867.08,Online Purchase,14,Mobile,Los Angeles,4,1,8,Credit Card,0
T7084,2892,3983.34,Bill Payment,4,Mobile,San Francisco,4,38,14,Credit Card,0
T7085,4413,4998.59,Bill Payment,20,Tablet,San Francisco,3,99,2,Credit Card,0
T7086,2865,,ATM Withdrawal,15,Tablet,Miami,3,96,1,Credit Card,0
T7087,3781,4062.74,POS Payment,8,Desktop,San Francisco,0,45,11,Credit Card,0
T7088,1781,3550.12,Bill Payment,8,Tablet,New York,3,98,1,Credit Card,0
T7089,1596,912,POS Payment,20,Mobile,Los Angeles,2,80,3,Credit Card,0
T7090,3616,,ATM Withdrawal,16,Mobile,Seattle,1,13,11,Credit Card,0
T7091,3703,208.79,Online Purchase,20,Unknown Device,Chicago,2,108,4,Credit Card,1
T7092,3890,4039.78,Online Purchase,2,Desktop,Chicago,3,118,8,Credit Card,0
T7093,1578,2308.57,Bank Transfer,13,,Los Angeles,2,68,13,Credit Card,0
T7094,4346,921.35,POS Payment,6,Tablet,Miami,1,4,4,Credit Card,0
T7095,3008,1765.18,Bill Payment,14,,Los Angeles,4,91,1,Credit Card,0
T7096,3493,,Bill Payment,14,Tablet,Los Angeles,0,34,3,Credit Card,0
T7097,1169,3191.02,Online Purchase,15,Tablet,San Francisco,3,38,9,Credit Card,0
T7098,4984,793.26,Bill Payment,8,Desktop,Chicago,2,89,6,Credit Card,0
T7099,4637,17.32,Bill Payment,12,Tablet,San Francisco,4,9,4,Credit Card,0
T7100,1638,606.21,Bill Payment,15,Tablet,New York,0,49,3,Credit Card,0
T7101,2224,3233.95,ATM Withdrawal,7,Tablet,Los Angeles,2,74,10,Credit Card,0
T7102,4910,727.74,Bank Transfer,6,Desktop,Boston,0,79,7,Credit Card,0
T7103,2327,1309.12,Bill Payment,18,Mobile,Miami,0,42,10,Credit Card,0
T7104,1334,1648.09,POS Payment,14,Desktop,Chicago,3,97,7,Credit Card,0
T7105,2015,49997.8,ATM Withdrawal,22,Unknown Device,Miami,1,119,4,Credit Card,0
T7106,3134,,POS Payment,18,Desktop,Boston,2,53,8,Credit Card,0
T7107,2799,3784.39,Online Purchase,1,Mobile,New York,4,14,1,Credit Card,0
T7108,1257,4056.65,Bill Payment,6,Tablet,,4,52,6,Credit Card,0
T7109,1184,242.79,POS Payment,9,Tablet,Los Angeles,3,93,5,Credit Card,0
T7110,4167,49997.8,Bank Transfer,12,Mobile,Boston,4,74,3,Credit Card,0
T7111,1604,2916.18,Bill Payment,1,,Miami,2,90,5,Credit Card,0
T7112,4514,4342.79,Online Purchase,,Mobile,Seattle,1,57,6,Credit Card,0
T7113,4428,364.79,Bank Transfer,23,,San Francisco,4,59,2,Credit Card,0
T7114,4219,2955.42,Bill Payment,1,Desktop,Chicago,1,104,13,Credit Card,0
T7115,3704,4176.26,Bank Transfer,6,Desktop,San Francisco,1,25,2,Credit Card,0
T7116,2941,4403.85,Bank Transfer,20,Desktop,San Francisco,0,19,3,Credit Card,0
T7117,3309,4820.23,POS Payment,18,Mobile,New York,2,62,14,Credit Card,0
T7118,2597,2748.6,POS Payment,20,Mobile,Boston,1,71,14,Credit Card,0
T7119,4572,49997.8,ATM Withdrawal,18,Desktop,Chicago,3,27,10,Credit Card,0
T7120,2809,3480.05,ATM Withdrawal,18,Desktop,,4,112,7,Credit Card,0
T7121,1835,2795.64,ATM Withdrawal,4,Mobile,New York,4,83,1,Credit Card,1
T7122,3480,4438.08,Bill Payment,22,Tablet,San Francisco,1,40,7,Credit Card,0
T7123,1416,4341.65,Bank Transfer,1,Desktop,Los Angeles,3,34,7,Credit Card,0
T7124,4680,2556.86,Online Purchase,1,Tablet,Seattle,4,86,1,Credit Card,0
T7125,4866,3875.65,Bank Transfer,3,Mobile,Los Angeles,2,100,3,Credit Card,0
T7126,4515,2521.39,ATM Withdrawal,13,Desktop,Chicago,1,27,8,Credit Card,0
T7127,2796,3913.02,Bill Payment,12,Desktop,Boston,4,51,14,Credit Card,0
T7128,1419,2017.61,POS Payment,17,Desktop,Boston,1,70,5,Credit Card,0
T7129,1708,4899.63,Bank Transfer,10,Tablet,Seattle,4,5,4,Credit Card,0
T7130,3035,4181.79,Bank Transfer,6,Mobile,,4,101,10,Credit Card,0
T7131,1622,3916.44,Bill Payment,23,Tablet,Chicago,3,6,7,Credit Card,0
T7132,3768,159.08,Bill Payment,7,Tablet,Seattle,2,98,6,Credit Card,0
T7133,3455,499.81,POS Payment,4,Desktop,New York,1,6,14,Credit Card,1
T7134,4708,4136.99,Online Purchase,12,Mobile,Los Angeles,4,56,4,Credit Card,0
T7135,2770,4538.5,Online Purchase,6,Tablet,Seattle,3,15,7,Credit Card,0
T7136,4008,4096.73,Bill Payment,18,Desktop,Los Angeles,4,74,14,Credit Card,0
T7137,2504,1167.86,ATM Withdrawal,15,Tablet,Seattle,4,4,6,Credit Card,0
T7138,2399,3440.66,POS Payment,,Mobile,Miami,0,6,3,Credit Card,0
T7139,1535,1458.14,POS Payment,5,Tablet,Houston,3,39,8,Credit Card,0
T7140,3347,3763.36,Bank Transfer,11,Desktop,Miami,1,115,11,Credit Card,0
T7141,2106,4699.97,Bill Payment,3,Tablet,New York,3,37,8,Credit Card,0
T7142,3856,1902.74,ATM Withdrawal,,Desktop,Chicago,0,14,5,Credit Card,0
T7143,1457,,Bill Payment,,Tablet,Miami,3,100,2,Credit Card,0
T7144,3765,3896.9,Bill Payment,10,Tablet,Seattle,2,107,11,Credit Card,0
T7145,2539,2957.69,Bill Payment,21,,Chicago,1,47,7,Credit Card,0
T7146,3155,3229.86,Bank Transfer,10,Desktop,Miami,3,99,5,Credit Card,0
T7147,2641,54.85,Bank Transfer,5,Mobile,New York,1,101,3,Credit Card,0
T7148,3573,1298.06,POS Payment,15,Mobile,Chicago,1,96,13,Credit Card,0
T7149,1135,389.77,Bill Payment,0,Tablet,Los Angeles,4,102,11,Credit Card,0
T7150,4472,49997.8,Bank Transfer,1,Desktop,Boston,3,94,2,Credit Card,0
T7151,4088,,POS Payment,6,Desktop,San Francisco,0,104,9,Credit Card,0
T7152,1268,4800.79,Bill Payment,1,Mobile,Houston,1,7,10,Credit Card,0
T7153,1481,3221.37,Bank Transfer,1,Tablet,Los Angeles,1,11,3,Credit Card,0
T7154,4290,4518.99,POS Payment,1,Mobile,Seattle,3,69,13,Credit Card,0
T7155,4390,3757.62,Bank Transfer,,Mobile,Miami,1,96,4,Credit Card,0
T7156,1791,296.9,Online Purchase,23,Tablet,Houston,4,77,4,Credit Card,0
T7157,4671,686.01,ATM Withdrawal,0,Tablet,Houston,2,68,1,Credit Card,0
T7158,4681,1447.43,Bill Payment,7,Mobile,San Francisco,1,95,2,Credit Card,1
T7159,4997,2829.62,ATM Withdrawal,12,Mobile,Houston,4,32,10,Credit Card,0
T7160,4656,42.47,Online Purchase,21,Tablet,Boston,4,82,14,Credit Card,0
T7161,1793,4799.26,POS Payment,17,Tablet,Seattle,2,64,10,Credit Card,0
T7162,3908,980.82,Bill Payment,13,Mobile,,0,54,5,Credit Card,0
T7163,4632,3120.05,Bill Payment,15,Desktop,Seattle,3,55,3,Credit Card,0
